شيئاوالثاني أخذها من النطفة~82#2344#189#431
شيبان وهو أبو إسحاق~41#1214#57#303
شيبان يا أحمد هذا~90#4557#98#572
شيبان يقول إذا سكن~90#4249#57#255
شيبان يقول التوكل سر~41#1216#18#305
شيبان يقول الشرف في~90#4273#71#279
شيبان يقول سمعت أبا~41#1105#147#194
شيبان يقول سمعت محمد~90#4398#41#413
شيبان يقول علم البقاء~82#2541#200#176
شيبان يقول عوض الله~41#1217#51#306
شيبان يقول قال لي~41#1216#69#305
شيبان يقول من أراد~41#1215#73#304,90#4124#29#130
شيبانفقال شيبان يا أحمد~90#4557#97#572
شيبة أخت ابن المبارك~87#3959#89#446
شيبة العبدى قال رأيت~46#1504#228#76
شيبة الهرويفقال له أبو~90#4538#238#553
شيبة بالنارفقال قد عفوت~90#4260#124#266
شيبة عن الحكم عن~41#1215#47#304
شيبة فرآهم يضحكون فقال~90#4255#187#261
شيبة قاكان يقال لا~40#912#34#108
شيبة قالحدثنا محمد بن~91#4575#117#7
شيبة لو شفعك في~90#4538#254#553
شيبة, عن عائشة, عن~90#4430#65#445
شيبة، حدثنا إبراهيم بن~43#1381#17#61
شيبة، حدثنا الفضل بن~43#1357#39#26
شيبتك وقال رسول الله~87#3755#185#242
شيبتني هود فما الذي~90#4342#117#357
شيبته فاستعدى أهل المرأة~87#3924#49#411
شيبته فرفعه أهل المرأة~87#3755#169#242
شيبك منها قصص الأنبياء~90#4342#121#357
شيبه أو استنكافا منه~87#3754#106#241
شية فيها * [الآية~82#1974#126#61
شية فيها * لا~82#1974#159#61
شيت فسالت الله بثلاث~46#1508#167#80
شيت من الذهب والفضة~77#1867#175#58
شيحنا رحمه الله هو~62#1717#49#69
شيخ آخر عن أستاذه~87#3634#20#121
شيخ أنت بعد على~90#4314#220#320
شيخ أو إمام أو~41#1188#2#277,90#4115#56#121
شيخ الحرم ومات بها~41#1231#25#320
شيخ الري والجبال في~90#4089#4#95
شيخ الشام في وقته~41#1281#45#370,90#4141#14#147
شيخ العراق ولسانها لم~41#1276#97#365
شيخ المشايخ في وقتهصحب~41#1256#18#345
شيخ بالرجوع فيه فيأخذه~90#4567#18#582
شيخ بحظه انقطع عن~90#4106#54#112
شيخ بنعله فقيل له~90#4320#149#326
شيخ بين زق خمر~87#3230#423#164
شيخ تقول لي احلق~90#4517#213#532
شيخ خراسان في وقته~90#4139#7#145
شيخ سلمنا عليه وجالسناه~90#4437#91#452
شيخ ضعيف عليه خلقان~77#1869#151#60
شيخ فاضل قرأت عليه~87#3174#170#108
شيخ فقال أين تريد~87#3785#233#272,87#3786#130#273
شيخ فقدم إليه طعاما~90#4266#164#272
شيخ قال سمعت عمر~90#4296#72#302
شيخ قد اشتريت أمس~87#3774#92#261
شيخ كان بمكة من~87#3569#384#56
شيخ كان معه فأبى~41#1132#160#221
شيخ لنا عن أبي~87#3716#134#203
شيخ له عن أبي~87#3332#275#266
شيخ له فقال رأيت~87#3850#286#337
شيخ له قال رأيت~87#3614#243#101
شيخ له قال قدم~87#3821#164#308
شيخ له من الخلف~87#3959#141#446
شيخ له من الصالحين~87#3913#122#400
شيخ لي فلما ختمت~87#3174#179#108
شيخ ما رأيت مثل~90#4087#33#93
شيخ ما لقيت فيهم~41#1036#43#125,90#4064#29#70
شيخ مثل هذا فقال~90#4320#158#326
شيخ مطروح على مزبلتتا~77#1866#164#57
شيخ من أصحابنا أدعوه~90#4375#123#390
شيخ من أين تأكل~87#3536#206#23
شيخ من الشيوخ فلا~90#4564#163#579
شيخ من الشيوخ له~90#4396#127#411
شيخ من الصوفية وكان~87#3859#223#346
شيخ من المشايخ الذين~41#1206#110#295
شيخ من شيوخ هذه~90#4436#55#451,90#4557#10#572
شيخ هذا علم شريف~46#1500#117#72
شيخ واقف يقول لا~90#4532#32#547
شيخ وقته صحب أبا~90#4124#7#130
شيخ وقته ينتمي إلى~90#4140#13#146
شيخ ويجب أن يكون~90#4562#71#577
شيخ يدله على حاله~90#4567#174#582
شيخ يقول سمعت علي~41#1038#29#127
شيخ يقولسمعت أحمد بن~82#2484#218#119
شيخا أن يدخل عليه~90#4564#5#579
شيخا إلا أن يكون~90#4566#156#581
شيخا بهيا, فسلمت عليه~90#4376#285#391
شيخا بين يدي الحق~82#2327#91#414
شيخا توسمت فيه الخير~41#1155#48#244
شيخا عن كل شيخ~41#1295#30#384
شيخا فاضلا فربما كان~90#4495#221#510
شيخا فاضلا وكان يواخى~46#1505#295#77
شيخا فوقه في الرتبة~90#4442#157#457
شيخا في بلاد الشام~90#4550#135#565
شيخا كان يجالس الإمام~87#3353#312#287
شيخا كانوا يعدون من~90#4565#112#580
شيخا كبيرا قد طعن~90#4310#45#316
شيخا لسنه إلا قيض~90#4486#115#501
شيخا للجنيد له علم~87#3859#248#346
شيخا من أئمتهم الذين~41#932#127#21
شيخا من أهل المعرفة~41#1132#146#221
شيخا من التابعين منهم~87#3320#95#254
شيخا من الشيوخ ثم~90#4486#155#501
شيخا من اهل العلم~67#1783#79#49
شيخان كبيران وكنت لا~90#4512#245#527
شيخة ولا يستكبر أنيمشي~40#873#31#69
شيخك على هذا أقدر~90#4087#101#93
شيخكم فقالوا كان يأمرنا~90#4147#131#153
شيخنا أبا زكريا رضي~62#1717#96#69
شيخنا أبو بكر بن~87#3639#237#126
شيخنا أبو زكريا رضي~62#1723#16#75
شيخنا أبو سعيد بن~87#3343#288#277
شيخنا أبو محمد رحمه~87#3464#21#398
شيخنا أبومحمد سهل بن~87#3486#102#420
شيخنا أبي الحسن بن~87#3639#246#126
شيخنا ابن سالم يقول~87#3802#362#289
شيخنا بمكة وكان من~87#3716#140#203
شيخنا رحمه الله أن~87#3333#40#267
شيخنا رحمه الله وفي~87#3803#363#290
شيخنا رضي الله عنه~62#1717#23#69,62#1719#3#71,62#1723#53#75
شيخنا عن أنس وقال~87#3578#262#65
شيخنا وجامع فعلى ذلك~87#3898#182#385
شيخه أن يحفظ عليه~90#4563#58#578
شيخه إن رأى فيه~90#4561#8#576
شيخه عقوبة له على~90#4560#44#575
شيخه فإذا خطر ببال~90#4559#275#574
شيخه فقد خانه في~90#4560#16#575
شيخه في كل ما~90#4559#245#574
شيخه فيأمر أن يذكر~90#4560#176#575
شيخه فيجب أن يقر~90#4560#29#575
شيخه فيجب عليه أن~90#4560#165#575
شيخه فيه القوة والثبات~90#4561#30#576
شيخه لا يكافأ في~90#4488#188#503,90#4488#217#503
شيخه لم يبق على~90#4486#142#501
شيخها والمنظوم إليه فيها~41#1234#124#323
شيخها ومات بها صحب~41#1181#24#270
شيخهصحب أبا علي بن~41#1269#71#358
شيخهم فقال إن هذا~87#3825#291#312
شيخوسمعتها تقول جرى بين~41#1333#147#423
شيخي الأستاذ أبي سهل~90#4486#189#501
شيخي عن التصوف فقال~90#4426#53#441
شيراز سكن أرجان وكان~41#1260#16#349
شيراز قال حدثنا أحمد~81#1903#135#5
شيراز من فقهاء الشافعية~46#1500#68#72
شيرك القائل وأنصف الخلق~49#1519#132#379
شيطان أخرس والصمت من~90#4239#178#245
شيطان رجيم * [الآية~82#2264#76#351,82#2264#124#351
شيطان فيفسده ولا هوى~90#4346#173#361
شيطان قالوا وأنت يا~87#3265#262#199
شيطان قد وكله بالتفريق~87#3875#205#362
شيطان من اصحابه شبه~76#1858#176#222
شيطان وقال عمرو بن~87#3890#393#377
شيطان وكان أبو سعيد~87#3190#35#124
شيطانا * [الآية 36]قال~82#2598#234#233
شيطانا آخر مع شيطانه~87#3910#76#397
شيطانا أحب إلي من~87#3138#313#72
شيطانا وقال مالك رضي~87#3943#193#430
شيطانا يقال له الولهان~87#3265#237#199
شيطانقوله عز وجل *~82#2288#121#375
شيطانه المقرون به ومثله~87#3166#125#100
شيطانه وهواه وأسير ما~41#1143#139#232
شيطانوقد روينا في خبر~87#3756#234#243
شيظم حدثنا محمد بن~41#1128#148#217
شيع أخا له في~87#3881#28#368
شيع جنازتك قلت وإن~87#3322#400#256
شيع رجل إبراهيم ابن~87#3963#50#450
شيعا * [الآية 159]قال~82#2130#101#217
شيعا لهم منه ما~8#135#221#26
شيعه من الملائكة قال~41#1027#108#116
شيعه من بها من~41#1016#168#105
شيعها وإن كانت معونة~87#3098#465#32
شيك فلا انتعش إن~46#1498#162#70
شيك فلا انتقش)135 -~44#1467#52#71
شيم الأنذال وما تعبد~41#1068#113#157
شيم الخير أن يولد~71#1827#92#136
شيم النار أن تبرد~71#1827#85#136
شين شيء أراك مالكا~86#3042#87#188
شين في الدنيا وعذاب~2#78#42#76
شين هو قال كلكم~87#3757#86#244
شينا قال الله عز~82#1972#130#59
شينها وأنا أغفرها لك~87#3439#63#373
شيوخ هذه الطائفة بنوا~90#4013#13#19
شيوخ هذه الطائفة جماعة~90#4402#103#417
شيوخ هذه الطائفة كان~90#4142#81#148
شيوخ هذه الطائفة ممن~90#4557#12#572
شيوخ هذه الطائفة وله~90#4436#57#451
شيوخ هذه الطريقة على~90#4026#24#32
شيوخ هذه الطريقة في~90#4012#130#17
شيوخ هذه الطريقة من~90#4028#129#34
شيوخا من اهل هذه~67#1767#81#33
شيوخكم من تشبه بشبابكم~87#3756#334#243
شيوخنا الذين لقيناهم الأستاذ~90#4403#26#418
شيوخنا الذين لقيناهم الإمام~90#4402#123#417
شيوخنا عن شيخ له~87#3821#162#308
شيوخنا قلت للجنيد يا~87#3311#350#245
شيوخنا والباقون سلموا لهم~90#4045#138#51
شيوخه الصوفية قال فليس~87#3326#113#260
شيوخي إلا وأنا خال~41#1155#10#244,90#4106#35#112
شييا آخر إلا الله~71#1833#58#142
شييا إلا بالنية واعلم~2#56#66#54
شييا إلا بنيتك يكون~2#56#47#54
شييا إلا ما يلزمك~2#44#36#42
شييا افضل من اجتناب~2#72#28#70
شييا بوجه ولا سبب~67#1776#204#42
شييا تحاسبونا عليه فيقول~46#1497#148#69
شييا خارجا عن باب~64#1739#58#194
شييا على الحقيقة فقد~35#420#31#215
شييا فالخلق بالحقيقة كما~60#1656#105#454
شييا فاوفى به إليه~2#46#43#44
شييا مما أتى به~64#1739#36#194
شييا من احوال القيامة~2#73#42#71
شييا من الأشياء أو~70#1814#179#61
شييا من الأفعال والاستطاعات~70#1814#183#61
شييا من الحديث فحدثنا~60#1672#201#470
شييا من الحديث قال~60#1672#233#470
شييا من النبوة فهو~2#74#7#72
شييا من امر الرب~2#73#47#71
شييا يقيك من الارض~46#1487#128#59
شييين مبدأهما عن الاختيار~71#1825#137#134
شیء لا يخلو من~70#1819#39#66
ص * [الآية ]قال~82#2548#14#183
ص 17 فسلاه به~87#3394#90#328
ص 17 وكذلك قال~87#3405#183#339
ص 18 ثم ينظر~87#3098#454#32
ص 20 وداخل في~87#3209#390#143
ص 24 وكما قال~87#3418#316#352
ص 28 أي تدبروا~87#3244#139#178
ص 29 من تدبره~87#3244#122#178
ص 30وقال في وصف~87#3404#185#338
ص 31 إذا عطف~87#3671#110#158
ص 41 إلى قوله~87#3405#363#339
ص 41 فأضافه إليه~87#3404#366#338
ص 41 فقد شبه~87#3405#197#339
ص 41 يا محمد~87#3404#276#338
ص 44 عظيم من~87#3405#371#339
ص 44 على أول~87#3405#405#339
ص 44 فذكر نفسه~87#3405#285#339
ص 45 وهم أهل~87#3404#397#338
ص إن هذا الشيء~87#3214#255#148
ص بسم الله الرحمن~82#2548#5#183
ص وبهذا الإسناد سمعت~41#1108#146#197
صائح يصيح يا سارية~42#1338#168#3
صائر إلى المعلوم فرضي~25#274#52#49
صائر كذكر من نظر~37#552#26#161
صائرا في المدينة من~78#1876#214#49
صائرون إليه في الممات~82#2176#186#263
صائرون إليه من سعادة~82#2235#94#322
صائف حتى أتى شجرة~42#1342#106#7
صائف فقال اعزلوا عني~87#3493#175#427
صائم أي يذكر الأمانة~87#3202#199#136
صائم بذكره فإذا ذكرت~90#4364#34#379
صائم ثم دخل فقالت~87#3809#360#296
صائم ثم دخل فقلنا~87#3215#445#149
صائم حظه من صيامه~87#3701#386#188,87#3985#77#472
صائم عن كل حظه~58#1609#219#10
صائم عند الله في~87#3201#88#135
صائم عند نفسه لأن~87#3201#108#135
صائم عند نفسه وقد~87#3701#56#188
صائم فإن لم يفعل~87#3793#244#280
صائم فبلغ ذلك رسول~87#3811#201#298
صائم فعلمت أنه يسر~87#3825#350#312
صائم فقال أيها الأمير~87#3811#272#298
صائم فقال رسول الله~40#910#85#106
صائم فقال صائم بذكره~90#4364#32#379
صائم فناولني كسرة وقال~87#3811#13#298
صائم في الفضل ومثل~87#3701#133#188
صائم في قصده إلى~58#1610#21#11
صائم لأكلت معك فقال~87#3810#265#297
صائم وخرج يوما فقال~87#3215#440#149
صائم وشاهده في الصوم~58#1610#7#11
صائم وفطره في الاخرة~58#1609#214#10
صائم وفي لفظ آخر~87#3202#137#136
صائم وكان يقدم إليه~87#3809#336#296
صائما إلا إني أحببت~87#3810#293#297
صائما بما هو فرض~87#3810#81#297
صائما ثم أفطر بهذه~87#3810#119#297
صائما ثم يعرض له~87#3810#156#297
صائما ثم يفطر ويصبح~87#3215#413#149
صائما فحضر ولم يأكل~87#3831#155#318
صائما فقال بلى, ولكني~90#4038#31#44
صائما وتظل مفطرة فقال~87#3577#295#64
صائمة فلا يحل لها~87#3921#323#408
صائمفقال أبو تراب كل~90#4487#213#502
صائمين من الخصوص وفي~87#3798#66#285
صاباليوس الذين يعتقدون انه~56#1599#107#102
صابر أيهما أفضل فقال~87#3403#368#337
صابر الصبر فاستغاث به~90#4320#32#326,39#775#120#94
صابر على ما ترون~87#3911#298#398
صابر في حاله راض~90#4233#130#239
صابر وزوجة لا تبغيه~43#1395#58#83
صابر وقد روينا عن~87#3410#330#344
صابرا * [الآية 69]قال~82#2328#158#415
صابرا [ص 44] ولم~90#4322#21#328
صابرا أي مستغنيا بربه~82#2554#113#189
صابرا شاكرا بمعرفة ما~87#3593#209#80
صابرا شاكرا ومن نظر~87#3411#419#345,87#3588#579#75,87#3593#153#80
صابرا على الذي فيه~87#3393#78#327
صابرا على بلائهم منفردا~87#3750#140#237
صابرا على ذلك فله~37#579#25#188
صابرا عن الحرام حتى~87#3510#81#444
صابرا عن الذي فيه~87#3393#88#327
صابرا عند البلاءوقال بشر~87#3485#279#419
صابرا فإذا أبدى الجزع~25#238#90#13
صابرا فلا أنت سلبت~90#4308#195#314
صابرا فلذلك لم يقل~90#4322#46#328
صابرا فما يزال يقول~82#2509#181#144
صابرا في البلاء، فإذا~44#1418#107#22
صابرا لأن هذا وصف~87#3400#213#334
صابرا نعم العبد *~82#2553#73#188,82#2553#168#188,82#2553#264#188,82#2554#59#189
صابرا نعم العبد [ص~90#4321#236#327
صابرا نعم العبد إنه~82#2553#23#188
صابرا وثقة بما تكفل~42#1341#172#6
صابرا ولا شاكرا فيه~87#3593#168#80
صابرا ولا شاكرا وقد~87#3411#439#345,87#3588#595#75
صابرا ولم يستثن الخضر~82#2328#172#415
صابرة على مر ما~37#440#107#48
صابرة عن فضول شهوة~87#3400#338#334
صابرونقوله تعالى * ألم~82#2160#135#247
صابرين شاكرين أو معاني~87#3641#271#128
صاح ثم يتباينون حسب~90#4153#50#159
صاح فقال الجنيد لا~39#810#70#131
صاح في مقام صحو~87#3623#11#110
صاح هذا ومن أي~87#3141#339#75
صاح وراحته في صياحه~87#3141#320#75
صاح وقال أترون ما~90#4460#203#475
صاح ولا استهل فمثل~87#3352#81#286
صاح ومن قوى حبه~90#4172#51#178
صاحب أبي يزيد البسطاميكانت~41#1325#38#415
صاحب أو أهل أو~83#2828#206#57
صاحب إبراهيم الخواص يقول~81#1909#8#11
صاحب إشراف على ذلك~90#4498#225#513
صاحب إن ذكرت أعانك~87#3312#65#246
صاحب إن سكت لم~87#3312#77#246
صاحب إنابة ومن تاب~90#4205#27#211
صاحب إيثارسمعت الأستاذ أبا~90#4388#157#403
صاحب ابن المبارك ووصف~87#3913#129#400
صاحب ابن عباس يطوي~87#3792#113#279
صاحب ابى حفص فإن~54#1552#82#58
صاحب الأرض ليجعله في~90#4367#158#382
صاحب الأمر رسول الله~87#3287#399#221
صاحب الاستقامة لا طالب~90#4342#76#357
صاحب البحر أخوف أن~30#357#87#17
صاحب البيان لهم بما~82#2280#3#367
صاحب التنزيل بمثله فقال~87#3688#91#175
صاحب الجنازة ان لا~60#1679#0#477
صاحب الجنيد العوام على~36#425#167#329
صاحب الجيش أبو الحسن~90#4392#185#407
صاحب الجيش بين العسكر~20#191#41#156
صاحب الجيش ويتبعونه في~20#191#53#156
صاحب الحال يقول هو~39#812#93#133
صاحب الحالونريد أن نخبر~39#773#86#92
صاحب الحديث الصدققال وقال~41#1033#75#122
صاحب الحزن يقطع من~90#4261#110#267
صاحب الخف الضيق فلا~87#3673#215#160
صاحب الدعوة أن يدعو~90#4230#38#236
صاحب الدين على أخيه~87#3956#77#443
صاحب الدين عند حلول~87#3956#368#443
صاحب الرأي - عن~44#1423#97#27
صاحب الرؤية لا في~86#3043#76#189
صاحب الرؤية يفسده العلم~86#3039#21#185
صاحب الربع إلى الأمير~41#1315#1#405
صاحب الربع فإذا بامرأة~41#1314#202#404
صاحب الرها والصور في~72#1843#45#161
صاحب الزعفراني قال حدثنا~90#4264#66#270
صاحب السر أعطى علم~87#3622#113#109
صاحب السر وكان أصحاب~87#3324#436#258
صاحب السكر إذا كان~90#4170#80#176
صاحب السكر قد يكون~90#4170#22#176
صاحب السكر يقع على~39#797#244#117
صاحب الشافعي لما سئل~87#3352#448#286
صاحب الشرطة أن أخرجه~87#3322#274#256
صاحب الشمال أن لا~87#3084#171#18
صاحب الشمال مع أنه~87#3424#145#358
صاحب الشمال وهو أمير~87#3386#92#320,87#3424#105#358
صاحب الصلاة في المسجد~87#3671#271#158
صاحب الصور ينفخ في~87#3533#251#20
صاحب الطعام حتى يكون~87#3822#425#309
صاحب الطعام يا هذا~87#3951#296#438
صاحب العبادة الوجهية إذا~85#2988#95#134
صاحب العبارة الرحمانية إن~85#2990#155#136
صاحب العلم إذا رأى~85#2942#12#88
صاحب العلم اللدني يردهم~82#2326#233#413
صاحب العلم زيادة في~41#945#91#34
صاحب العمل الكثيرمعرفة ما~37#554#50#163
صاحب الغيبة أتم في~90#4170#74#176
صاحب الغيبة أولى أن~86#3039#31#185
صاحب الغيبة إذا قوى~90#4170#67#176
صاحب القينة إلى قينته~87#3138#235#72
صاحب الكذب على الكذب~81#1927#56#29
صاحب الكرامات وفي قريب~90#4536#260#551
صاحب الكراماتسئل بنان عن~90#4100#20#106
صاحب المثقال والذرة في~87#3271#350#205
صاحب المصيبة في القوم~90#4321#13#327
صاحب المصيبة ولا ندري~87#3357#336#291
صاحب المعذرة لا يكون~84#2851#114#4
صاحب المعرفة هو المقيم~85#2952#2#98
صاحب المكان على المتمكن~45#1480#160#354
صاحب المنزل أن تدخل~87#3345#190#279
صاحب المنزل إلى أين~87#3821#350#308
صاحب المنزل وقال بعضهم~87#3822#182#309
صاحب المنزل ولم يمكنه~90#4390#249#405
صاحب المهنة يفعل ما~32#385#108#121
صاحب النظرة أجدر أن~30#357#13#17
صاحب النظرة أو ليسا~30#356#289#16
صاحب النية قل ما~84#2853#119#6
صاحب اليقين لأنه إذا~41#989#74#78
صاحب اليمين من الرحمة~87#3424#135#358
صاحب اليمين وهو أعلم~87#3277#147#211
صاحب بدعة لم يعط~41#935#35#24
صاحب بدعة يدعو الناس~2#73#75#71
صاحب بشر بن الحارث~87#3973#187#460
صاحب تقول له قم~90#4437#263#452
صاحب تلوين فرجع من~90#4183#112#189
صاحب تمكين فرجع كما~90#4183#132#189
صاحب تمكين كان الشيخ~90#4183#97#189
صاحب توبة ومن تاب~90#4205#19#211
صاحب جيش القلب والتوفيق~41#1219#78#308
صاحب جيش النفس والعقل~41#1219#74#308
صاحب حديث صوفيا ولا~87#3337#172#271
صاحب حديث وفي الحديث~87#3906#297#393
صاحب حلم والثالث أن~84#2850#418#3
صاحب رسول الله أخبرنا~87#3321#4#255
صاحب رسول الله صلى~87#3869#230#356
صاحب رسول الله قال~41#964#16#53
صاحب سخاء ومن بذل~90#4388#139#403
صاحب سر وقد كان~87#3216#335#150
صاحب سر ولم يكن~87#3216#324#150
صاحب سنة قال أي~87#3968#201#455
صاحب سهل بن عبد~90#4520#195#535
صاحب عبادة ومن لم~90#4332#185#347
صاحب عبودية ومن لم~90#4332#193#347
صاحب علانية ولم يكن~87#3216#331#150
صاحب علم لا صاحب~90#4567#259#582
صاحب عيال إذا دخلناها~90#4440#151#455
صاحب فإنه روى عن~40#928#32#124
صاحب فراسة يبرئها من~82#2337#84#424
صاحب لا تزداد به~38#627#43#90
صاحب لسان وورعسمعت أبا~41#1163#102#252
صاحب لك واعدته ليوم~40#908#1#104
صاحب لنا فحفرنا له~87#3964#343#451
صاحب له فقال صاحبه~90#4224#29#230
صاحب له يستخدمه فيقبله~72#1844#16#162
صاحب له، قال كتب~44#1459#18#63
صاحب لي إلى سلمان~87#3817#442#304
صاحب ليل ولم يكن~87#3216#310#150
صاحب مجاهدة لم يجد~90#4210#103#216
صاحب مشورتهوقال رسول الله~37#496#173#105
صاحب مصر فقال اقتلوه~54#1552#270#58
صاحب مقام ومن كان~87#3402#124#336
صاحب مقام يشهد من~87#3436#118#370
صاحب مكس وروينا عن~87#3962#193#449
صاحب مكس ولا تهتك~49#1518#76#378
صاحب ملائك يا عبد~86#3015#152#161
صاحب من ترى عليه~82#2496#20#131
صاحب نهار ولم يكن~87#3216#317#150
صاحب هذا الطريق إما~2#74#31#72
صاحب هذا القبض التسليم~90#4151#113#157
صاحب هذا لا يأكل~83#2824#121#53
صاحب هذه البغلة فقال~90#4304#93#310
صاحب هذه الدرجة صاحب~37#547#80#156
صاحب هذه الرقعة فقلت~90#4304#72#310
صاحب هذه القضية وهو~61#1690#104#162
صاحب هذه المسائل فقيل~87#3639#269#126
صاحب هذه النفس إلا~87#3478#410#412
صاحب وآخى وبايت على~87#3901#77#388
صاحب وقرين وسمعت أبا~41#1120#86#209
صاحب يثرب في شان~61#1701#53#182
صاحب يقال له يحيي~90#4523#132#538
صاحبا له عليه قميص~87#3851#236#338
صاحبا وذر الناس جانبا~41#952#98#41
صاحبا ولو ساعة من~87#3900#317#387
صاحبة آيات وكرامات سمعت~41#1306#129#396
صاحبة الروح والريحان عند~85#2988#9#134
صاحبة تمكين في حديث~90#4184#16#190
صاحبة فراسات وقريتها على~41#1325#46#415
صاحبة ولا ولدا إني~87#3094#105#28
صاحبك اعمل الخير ما~87#3781#418#268
صاحبك بعد أن عفوت~41#1140#183#229
صاحبك فقال ما كنا~41#1049#38#138
صاحبك فلم ينكر رسول~87#3696#65#183
صاحبك في الإثم على~60#1675#0#473
صاحبك في ليلك من~85#2916#35#62,85#2916#59#62
صاحبك مذموما مدحورا فلا~87#3802#246#289
صاحبك ويهلك وفي وصية~87#3875#394#362
صاحبكم خليل الله تبارك~87#3641#170#128
صاحبكم خليل الله عز~87#3899#190#386
صاحبكم في بستان الذكر~61#1699#160#180
صاحبكم في مضافاتنا ومعاملاتنا~61#1699#154#180
صاحبكم لحيحة بن الحلاجفلن~87#3964#54#451
صاحبكم ما اعتل وما~61#1699#139#180
صاحبكم وما غوى *~82#2648#104#283
صاحبكما أحمد الله تعالى~87#3532#24#19
صاحبنا عبد الرحيم في~87#3617#167#104
صاحبنا قال حدثنا محمد~41#1051#126#140
صاحبنا لشيء من الأشياء~87#3879#387#366
صاحبه أثرا أو لم~91#4663#12#95
صاحبه أكثر من نفعه~90#4132#52#138
صاحبه أكثر من نفعهوسمعته~41#1251#42#340
صاحبه أن يجد الحلاوة~82#2103#129#190
صاحبه أو استوحش منه~87#3847#93#334
صاحبه أو يأكل الميتة~87#3971#81#458,87#3971#132#458
صاحبه أين يذهب ولا~87#3346#167#280
صاحبه إذا سكنت غلبات~39#795#20#114
صاحبه إذا لم يعرف~30#355#187#15
صاحبه إلى تفقده في~87#3814#132#301
صاحبه إلى سني مقامات~53#1547#26#403
صاحبه إلى مقاعد الصدق~82#2605#157#240
صاحبه إلى من هو~87#3844#314#331
صاحبه التوكلقال الله تعالى~82#2279#124#366
صاحبه الجهل فإذا اجتمعا~41#1283#94#372
صاحبه الخطأ وفي الصمت~87#3315#331#249
صاحبه الذي صحبه في~90#4250#117#256
صاحبه الذي كان المعروف~30#366#264#26
صاحبه الذي كان يحفظنا~90#4413#43#428
صاحبه الفناء عن أحوال~90#4495#115#510
صاحبه الكسل ولا يسلك~90#4254#8#260
صاحبه المستقيم فقال الرجل~87#3907#526#394
صاحبه اليه ولحاجة بعضهم~56#1587#66#90
صاحبه بألوف فما على~90#4458#22#473
صاحبه بإحسان وفي الخبر~87#3957#317#444
صاحبه بث الذي كان~40#874#93#70
صاحبه بثمن معاشرته وهو~40#855#53#51
صاحبه بذلك فكتب إليه~87#3951#292#438
صاحبه بعيب إن كان~87#3957#294#444
صاحبه بما خصه الله~87#3933#24#420
صاحبه بما رقم به~82#2745#236#380
صاحبه به إلا ما~87#3461#3#395
صاحبه به عاملا وربما~37#456#82#64
صاحبه تحاتت ذنوبهما كما~87#3903#341#390
صاحبه تعلق الثوب في~90#4224#32#230
صاحبه ثم ينظر الله~87#3385#354#319
صاحبه حتى ليس يكون~56#1586#100#89
صاحبه حتى يجتمع فيه~87#3430#310#364
صاحبه حسداوقال بعضهم الحاسد~90#4282#112#288
صاحبه خذ من هذه~90#4528#198#543
صاحبه خيرا وروينا في~87#3873#172#360
صاحبه ذكره فهو يشاهده~90#4195#47#201
